address,season,year,sq_ft,org,clc_group
2121 N 08TH ST,Fall,2004,4260,PLC_Maint,
2018 N FRANKLIN ST,Fall,2004,2144,PLC_Maint,
912 W SUSQUEHANNA AVE,Spring,2007,8315,PLC_Maint,
926 W SUSQUEHANNA AVE,Spring,2007,4090,PLC_Maint,
805-15 W NORRIS ST,Spring,2009,6686,PLC_Maint,
1947 N 07TH ST,Spring,2011,13756,PLC_Maint,
1945 N 07TH ST,Spring,2011,13756,PLC_Maint,
821 DIAMOND ST,Spring,2011,3500,PLC_Maint,
2128 N 07TH ST,Spring,2011,6885,PLC_Maint,
2134 N 07TH ST,Spring,2011,6885,PLC_Maint,
1917 N 07TH ST,Spring,2011,10682,PLC_Maint,
1921 N 07TH ST,Spring,2011,10682,PLC_Maint,
629 DIAMOND ST,Fall,2013,3505,PLC_Maint,
2102 N 06TH ST,Fall,2002,7596,PLC_Maint,
904 W SUSQUEHANNA AVE,Spring,2007,8315,PLC_Maint,
920 W SUSQUEHANNA AVE,Spring,2007,4090,PLC_Maint,
1926-28 N 07TH ST,Spring,2009,6390,PLC_Maint,
819 DIAMOND ST,Spring,2011,3500,PLC_Maint,
2120 N 07TH ST,Spring,2011,2072,PLC_Maint,
2136 N 07TH ST,Spring,2011,6885,PLC_Maint,
2130 N 07TH ST,Spring,2011,6885,PLC_Maint,
2141 N 07TH ST,Spring,2011,2310,PLC_Maint,
2152 N 07TH ST,Spring,2011,3483,PLC_Maint,
2150 N 07TH ST,Spring,2011,3483,PLC_Maint,
2101 N FRANKLIN ST,Spring,2013,2275,PLC_Maint,
631 DIAMOND ST,Fall,2013,3505,PLC_Maint,
516 EDGLEY ST,Fall,2016,6940,PLC_Maint,
518 EDGLEY ST,Fall,2016,6940,PLC_Maint,
522 EDGLEY ST,Fall,2016,6940,PLC_Maint,
520 EDGLEY ST,Fall,2016,6940,PLC_Maint,
526 EDGLEY ST,Fall,2016,6940,PLC_Maint,
524 EDGLEY ST,Fall,2016,6940,PLC_Maint,
530 EDGLEY ST,Fall,2016,6940,PLC_Maint,
534 EDGLEY ST,Fall,2016,6940,PLC_Maint,
532 EDGLEY ST,Fall,2016,6940,PLC_Maint,
528 EDGLEY ST,Fall,2016,6940,PLC_Maint,
536 EDGLEY ST,Fall,2016,6940,PLC_Maint,
538 EDGLEY ST,Fall,2016,6940,PLC_Maint,
540 EDGLEY ST,Fall,2016,6940,PLC_Maint,
542 EDGLEY ST,Fall,2016,6940,PLC_Maint,
2118 N FAIRHILL ST,Fall,2016,2411,PLC_Maint,
2120-22 N FAIRHILL ST,Fall,2016,2411,PLC_Maint,
537 W BERKS ST,Spring,2001,3850,PLC_Maint,
530 DIAMOND ST,Spring,2011,7540,PLC_Maint,
2003 GERMANTOWN AVE,Spring,2001,8330,PLC_Maint,
2002 N RANDOLPH ST,Spring,2001,8330,PLC_Maint,
528 DIAMOND ST,Spring,2011,7540,PLC_Maint,
2005 GERMANTOWN AVE,Spring,2001,8330,PLC_Maint,
541 W BERKS ST,Spring,2001,3850,PLC_Maint,
536 DIAMOND ST,Spring,2011,7540,PLC_Maint,
532 DIAMOND ST,Spring,2011,7540,PLC_Maint,
524 DIAMOND ST,Spring,2011,7540,PLC_Maint,
2001 GERMANTOWN AVE,Spring,2001,8330,PLC_Maint,
2009 GERMANTOWN AVE,Spring,2001,8330,PLC_Maint,
2028 GERMANTOWN AVE,Spring,2001,9150,PLC_Maint,
534 DIAMOND ST,Spring,2011,7540,PLC_Maint,
2048-54 GERMANTOWN AVE,Spring,2001,1500,PLC_Maint,
2004 N RANDOLPH ST,Spring,2001,8330,PLC_Maint,
2007 GERMANTOWN AVE,Spring,2001,8330,PLC_Maint,
539 W BERKS ST,Spring,2001,3850,PLC_Maint,
522 DIAMOND ST,Spring,2011,7540,PLC_Maint,
526 DIAMOND ST,Spring,2011,7540,PLC_Maint,
543 W BERKS ST,Spring,2001,3850,PLC_Maint,
1403 N 7TH ST,Spring,2016,2354,PLC_Maint,
1424 N 7TH ST,Spring,2016,5820,PLC_Maint,
1422 N 7TH ST,Spring,2016,5820,PLC_Maint,
1426 N 7TH ST,Spring,2016,5820,PLC_Maint,
1637 N 07TH ST,Spring,2004,7480,PLC_Maint,
1707 N MARSHALL ST,Spring,2011,3657,PLC_Maint,
1639 N 07TH ST,Spring,2004,7480,PLC_Maint,
604 CECIL B MOORE AVE,Spring,2010,7631,PLC_Maint,
1709 N MARSHALL ST,Spring,2011,3657,PLC_Maint,
1705 N MARSHALL ST,Spring,2011,3657,PLC_Maint,
1711 N MARSHALL ST,Spring,2011,3657,PLC_Maint,
1728 N MARSHALL ST,Spring,2011,6476,PLC_Maint,
1747 N MARSHALL ST,Spring,2011,8970,PLC_Maint,
1641 N 07TH ST,Spring,2004,7480,PLC_Maint,
1550 N 07TH ST,Spring,2010,4266,PLC_Maint,
1742 N MARSHALL ST,Spring,2011,4416,PLC_Maint,
1741 N MARSHALL ST,Spring,2011,8970,PLC_Maint,
1751 N MARSHALL ST,Spring,2011,8970,PLC_Maint,
1827 N MARSHALL ST,Spring,2009,3153,PLC_Maint,
1548 N 07TH ST,Spring,2010,4266,PLC_Maint,
1658 N 06TH ST,Spring,2010,7631,PLC_Maint,
602 CECIL B MOORE AVE,Spring,2010,7631,PLC_Maint,
1654 N 06TH ST,Spring,2010,7631,PLC_Maint,
1704 N MARSHALL ST,Spring,2011,1080,PLC_Maint,
1718 N MARSHALL ST,Spring,2011,1380,PLC_Maint,
1744 N MARSHALL ST,Spring,2011,4416,PLC_Maint,
1740 N MARSHALL ST,Spring,2011,4416,PLC_Maint,
1755 N MARSHALL ST,Spring,2011,8970,PLC_Maint,
1743 N MARSHALL ST,Spring,2011,8970,PLC_Maint,
1749 N MARSHALL ST,Spring,2011,8970,PLC_Maint,
1500 N 07TH ST,Spring,2014,1349,PLC_Maint,
1647 N 07TH ST,Spring,2004,7480,PLC_Maint,
1643 N 07TH ST,Spring,2004,7480,PLC_Maint,
1656 N 06TH ST,Spring,2010,7631,PLC_Maint,
1730 N MARSHALL ST,Spring,2011,6476,PLC_Maint,
1723 N MARSHALL ST,Spring,2011,1350,PLC_Maint,
1721 N MARSHALL ST,Spring,2011,1350,PLC_Maint,
1745 N MARSHALL ST,Spring,2011,8970,PLC_Maint,
613 JEFFERSON ST,Spring,2014,1647,PLC_Maint,
611 JEFFERSON ST,Spring,2014,1647,PLC_Maint,
1823 N MARSHALL ST,Spring,2009,3153,PLC_Maint,
1821 N MARSHALL ST,Spring,2009,3153,PLC_Maint,
1825 N MARSHALL ST,Spring,2009,3153,PLC_Maint,
1546 N 07TH ST,Spring,2010,4266,PLC_Maint,
1703 N MARSHALL ST,Spring,2011,3657,PLC_Maint,
1726 N MARSHALL ST,Spring,2011,6476,PLC_Maint,
1724 N MARSHALL ST,Spring,2011,6476,PLC_Maint,
1753 N MARSHALL ST,Spring,2011,8970,PLC_Maint,
1848-52 GERMANTOWN AVE,Spring,2000,30397,PLC_Maint,
520 W BERKS ST,Spring,2000,30397,PLC_Maint,
1845-47 N 06TH ST,Spring,2000,30397,PLC_Maint,
530 W BERKS ST,Spring,2000,30397,PLC_Maint,
529 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
1841 N 06TH ST,Spring,2000,30397,PLC_Maint,
522 W BERKS ST,Spring,2000,30397,PLC_Maint,
531 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
543 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
528 W BERKS ST,Spring,2000,30397,PLC_Maint,
516 W BERKS ST,Spring,2000,30397,PLC_Maint,
1843 N 06TH ST,Spring,2000,30397,PLC_Maint,
524 W BERKS ST,Spring,2000,30397,PLC_Maint,
514 W BERKS ST,Spring,2000,30397,PLC_Maint,
541 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
518 W BERKS ST,Spring,2000,30397,PLC_Maint,
523 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
539 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
537 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
525 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
527 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
535 W MONTGOMERY AVE,Fall,2008,10713,PLC_Maint,
424 W YORK ST,Spring,2011,1620,PLC_Maint,
258 W YORK ST,Spring,2003,4815,PLC_Maint,
430 W YORK ST,Spring,2011,1620,PLC_Maint,
428 W YORK ST,Spring,2011,1620,PLC_Maint,
262 W YORK ST,Spring,2003,4815,PLC_Maint,
260 W YORK ST,Spring,2003,4815,PLC_Maint,
426 W YORK ST,Spring,2011,1620,PLC_Maint,
2369 N 03RD ST,Spring,2003,4815,PLC_Maint,
2367 N 03RD ST,Spring,2003,4815,PLC_Maint,
2210 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2212 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2218 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2204 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2208 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2220 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2214 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2228 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2222 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2230 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2232 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2240 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2224 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2216 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2242 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2226 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2248 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2246 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2252 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2256 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2250 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2254 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2258 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2244 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2260 N LEITHGOW ST,Fall,2016,29240,PLC_Maint,
2209 N LAWRENCE ST,Fall,2016,29240,PLC_Maint,
2211 N LAWRENCE ST,Fall,2016,29240,PLC_Maint,
2215 N LAWRENCE ST,Fall,2016,29240,PLC_Maint,
2217 N LAWRENCE ST,Fall,2016,29240,PLC_Maint,
2233 N LAWRENCE ST,Fall,2016,29240,PLC_Maint,
2213 N LAWRENCE ST,Fall,2016,29240,PLC_Maint,
2235 N LAWRENCE ST,Fall,2016,29240,PLC_Maint,
412 W DAUPHIN ST,Fall,2016,29240,PLC_Maint,
414 W DAUPHIN ST,Fall,2016,29240,PLC_Maint,
416 W DAUPHIN ST,Fall,2016,29240,PLC_Maint,
418 W DAUPHIN ST,Fall,2016,29240,PLC_Maint,
2237 N LAWRENCE ST,Fall,2016,29240,PLC_Maint,
420 W DAUPHIN ST,Fall,2016,29240,PLC_Maint,
422 W DAUPHIN ST,Fall,2016,29240,PLC_Maint,
2306 N LEITHGOW ST,Fall,2016,7178,PLC_Maint,
2301 N LAWRENCE ST,Fall,2016,7178,PLC_Maint,
2303 N LAWRENCE ST,Fall,2016,7178,PLC_Maint,
2305 N LAWRENCE ST,Fall,2016,7178,PLC_Maint,
2308 N LEITHGOW ST,Fall,2016,7178,PLC_Maint,
2310 N LEITHGOW ST,Fall,2016,7178,PLC_Maint,
2312 N LEITHGOW ST,Fall,2016,7178,PLC_Maint,
417 W DAUPHIN ST,Fall,2016,7178,PLC_Maint,
2307 N LAWRENCE ST,Fall,2016,7178,PLC_Maint,
421 W DAUPHIN ST,Fall,2016,7178,PLC_Maint,
419 W DAUPHIN ST,Fall,2016,7178,PLC_Maint,
423 W DAUPHIN ST,Fall,2016,7178,PLC_Maint,
2251 N ORKNEY ST,Fall,2016,3362,PLC_Maint,
2253 N ORKNEY ST,Fall,2016,3362,PLC_Maint,
2255 N ORKNEY ST,Fall,2016,3362,PLC_Maint,
2259 N ORKNEY ST,Fall,2016,3362,PLC_Maint,
2257 N ORKNEY ST,Fall,2016,3362,PLC_Maint,
2222 N LAWRENCE ST,Fall,2016,4840,PLC_Maint,
2220 N LAWRENCE ST,Fall,2016,4840,PLC_Maint,
2218 N LAWRENCE ST,Fall,2016,4840,PLC_Maint,
2216 N LAWRENCE ST,Fall,2016,4840,PLC_Maint,
2219 N ORKNEY ST,Fall,2016,4840,PLC_Maint,
2221 N ORKNEY ST,Fall,2016,4840,PLC_Maint,
2225 N ORKNEY ST,Fall,2016,4840,PLC_Maint,
2223 N ORKNEY ST,Fall,2016,4840,PLC_Maint,
2338 N LEITHGOW ST,Fall,2016,5060,PLC_Maint,
2331 N LAWRENCE ST,Fall,2016,5060,PLC_Maint,
2329 N LAWRENCE ST,Fall,2016,5060,PLC_Maint,
2327 N LAWRENCE ST,Fall,2016,5060,PLC_Maint,
2336 N LEITHGOW ST,Fall,2016,5060,PLC_Maint,
2332 N LEITHGOW ST,Fall,2016,5060,PLC_Maint,
2333 N LAWRENCE ST,Fall,2016,5060,PLC_Maint,
2334 N LEITHGOW ST,Fall,2016,5060,PLC_Maint,
2245 PALETHORP ST,Spring,2002,3240,PLC_Maint,
2247 PALETHORP ST,Spring,2002,3240,PLC_Maint,
325 W SUSQUEHANNA AVE,Spring,2004,7000,PLC_Maint,
2331 N 03RD ST,Spring,2005,16020,PLC_Maint,
2352 N BODINE ST,Spring,2005,16020,PLC_Maint,
309 W SUSQUEHANNA AVE,Spring,2004,9607,PLC_Maint,
2207 N ORIANNA ST,Spring,2004,9607,PLC_Maint,
2214 N 03RD ST,Spring,2004,9607,PLC_Maint,
2305 N LAWRENCE ST,Spring,2005,7178,PLC_Maint,
424 W DAUPHIN ST,Spring,2005,2625,PLC_Maint,
439 W DAUPHIN ST,Spring,2011,9246,PLC_Maint,
443 W DAUPHIN ST,Spring,2011,9246,PLC_Maint,
2308 N ORKNEY ST,Spring,2011,9246,PLC_Maint,
2236 N 03RD ST,Spring,2003,4176,PLC_Maint,
2232 N 03RD ST,Spring,2003,4176,PLC_Maint,
2235 N LEITHGOW ST,Spring,2003,7089,PLC_Maint,
2238 N 04TH ST,Spring,2003,7089,PLC_Maint,
2207 N 04TH ST,Spring,2004,7000,PLC_Maint,
2347 N 03RD ST,Spring,2005,16020,PLC_Maint,
2336 N BODINE ST,Spring,2005,16020,PLC_Maint,
2332 N BODINE ST,Spring,2005,16020,PLC_Maint,
301 W SUSQUEHANNA AVE,Spring,2004,9607,PLC_Maint,
2216 N 03RD ST,Spring,2004,9607,PLC_Maint,
311 W SUSQUEHANNA AVE,Spring,2004,9607,PLC_Maint,
2209 N ORIANNA ST,Spring,2004,9607,PLC_Maint,
2307 N LAWRENCE ST,Spring,2005,7178,PLC_Maint,
2310 N LEITHGOW ST,Spring,2005,7178,PLC_Maint,
417 W DAUPHIN ST,Spring,2005,7178,PLC_Maint,
2355 HOPE ST,Spring,2004,4000,PLC_Maint,
2365 HOPE ST,Spring,2004,4000,PLC_Maint,
2349 N 03RD ST,Spring,2005,16020,PLC_Maint,
2301 N ORKNEY ST,Spring,2005,5667,PLC_Maint,
433 W DAUPHIN ST,Spring,2005,5667,PLC_Maint,
428 W DAUPHIN ST,Spring,2005,2625,PLC_Maint,
426 W DAUPHIN ST,Spring,2005,2625,PLC_Maint,
2304 N ORKNEY ST,Spring,2011,9246,PLC_Maint,
2206 N ORIANNA ST,Spring,2004,7000,PLC_Maint,
2220 N 03RD ST,Spring,2004,9607,PLC_Maint,
2211 N ORIANNA ST,Spring,2004,9607,PLC_Maint,
2275 N PHILIP ST,Spring,2008,4455,PLC_Maint,
2209 N 05TH ST,Spring,2011,1150,PLC_Maint,
2249 PALETHORP ST,Spring,2002,3240,PLC_Maint,
2228 N 03RD ST,Spring,2003,4176,PLC_Maint,
2230 N 03RD ST,Spring,2003,4176,PLC_Maint,
2239 N LEITHGOW ST,Spring,2003,7089,PLC_Maint,
323 W SUSQUEHANNA AVE,Spring,2004,7000,PLC_Maint,
327 W SUSQUEHANNA AVE,Spring,2004,7000,PLC_Maint,
2338 N BODINE ST,Spring,2005,16020,PLC_Maint,
2327 N 03RD ST,Spring,2005,16020,PLC_Maint,
2339 N 03RD ST,Spring,2005,16020,PLC_Maint,
2334 N BODINE ST,Spring,2005,16020,PLC_Maint,
2210 N 03RD ST,Spring,2004,9607,PLC_Maint,
307 W SUSQUEHANNA AVE,Spring,2004,9607,PLC_Maint,
2208 N 03RD ST,Spring,2004,9607,PLC_Maint,
2308 N LEITHGOW ST,Spring,2005,7178,PLC_Maint,
2301 N LAWRENCE ST,Spring,2005,7178,PLC_Maint,
2357 HOPE ST,Spring,2004,4000,PLC_Maint,
2360 N BODINE ST,Spring,2005,16020,PLC_Maint,
2358 N BODINE ST,Spring,2005,16020,PLC_Maint,
429 W DAUPHIN ST,Spring,2005,5667,PLC_Maint,
2267 N PHILIP ST,Spring,2008,4455,PLC_Maint,
2314 N ORKNEY ST,Spring,2011,9246,PLC_Maint,
2211 N 05TH ST,Spring,2011,1150,PLC_Maint,
2241 N LEITHGOW ST,Spring,2003,7089,PLC_Maint,
2233 N LEITHGOW ST,Spring,2003,7089,PLC_Maint,
2225 MASCHER ST,Spring,2004,9300,PLC_Maint,
319-21 W SUSQUEHANNA AVE,Spring,2004,7000,PLC_Maint,
2330 N BODINE ST,Spring,2005,16020,PLC_Maint,
2333 N 03RD ST,Spring,2005,16020,PLC_Maint,
2213 N ORIANNA ST,Spring,2004,9607,PLC_Maint,
2212 N 03RD ST,Spring,2004,9607,PLC_Maint,
2363 HOPE ST,Spring,2004,4000,PLC_Maint,
431 W DAUPHIN ST,Spring,2005,5667,PLC_Maint,
2273 N PHILIP ST,Spring,2008,4455,PLC_Maint,
441 W DAUPHIN ST,Spring,2011,9246,PLC_Maint,
445 W DAUPHIN ST,Spring,2011,9246,PLC_Maint,
2214-22 N 04TH ST,Spring,2003,8313,PLC_Maint,
2232 N 04TH ST,Spring,2003,7089,PLC_Maint,
2237 N LEITHGOW ST,Spring,2003,7089,PLC_Maint,
2337 N 03RD ST,Spring,2005,16020,PLC_Maint,
2348 N BODINE ST,Spring,2005,16020,PLC_Maint,
2345 N 03RD ST,Spring,2005,16020,PLC_Maint,
2343 N 03RD ST,Spring,2005,16020,PLC_Maint,
2218 N 03RD ST,Spring,2004,9607,PLC_Maint,
2312 N LEITHGOW ST,Spring,2005,7178,PLC_Maint,
2359 HOPE ST,Spring,2004,4000,PLC_Maint,
425 W DAUPHIN ST,Spring,2005,5667,PLC_Maint,
2265 N PHILIP ST,Spring,2008,4455,PLC_Maint,
2269 N PHILIP ST,Spring,2008,4455,PLC_Maint,
2263 N PHILIP ST,Spring,2008,4455,PLC_Maint,
2306 N ORKNEY ST,Spring,2011,9246,PLC_Maint,
2312 N ORKNEY ST,Spring,2011,9246,PLC_Maint,
2222 N 03RD ST,Spring,2004,9607,PLC_Maint,
2234 N 03RD ST,Spring,2003,4176,PLC_Maint,
2238 N 03RD ST,Spring,2003,4176,PLC_Maint,
2243 N LEITHGOW ST,Spring,2003,7089,PLC_Maint,
2341 N 03RD ST,Spring,2005,16020,PLC_Maint,
2329 N 03RD ST,Spring,2005,16020,PLC_Maint,
2328 N BODINE ST,Spring,2005,16020,PLC_Maint,
2350 N BODINE ST,Spring,2005,16020,PLC_Maint,
2306 N LEITHGOW ST,Spring,2005,7178,PLC_Maint,
2303 N LAWRENCE ST,Spring,2005,7178,PLC_Maint,
2353 HOPE ST,Spring,2004,4000,PLC_Maint,
2361 HOPE ST,Spring,2004,4000,PLC_Maint,
435 W DAUPHIN ST,Spring,2005,5667,PLC_Maint,
427 W DAUPHIN ST,Spring,2005,5667,PLC_Maint,
2302 N ORKNEY ST,Spring,2011,9246,PLC_Maint,
2310 N ORKNEY ST,Spring,2011,9246,PLC_Maint,
2125 N ORIANNA ST,Fall,2016,3870,PLC_Maint,
2129 N ORIANNA ST,Fall,2016,3870,PLC_Maint,
2127 N ORIANNA ST,Fall,2016,3870,PLC_Maint,
313 W NORRIS ST,Fall,2016,826,PLC_Maint,
2131 N ORIANNA ST,Fall,2016,3870,PLC_Maint,
407 W NORRIS ST,Fall,2016,2156,PLC_Maint,
409-11 W NORRIS ST,Fall,2016,2156,PLC_Maint,
2112 N 3RD ST,Fall,2016,660,PLC_Maint,
262 DIAMOND ST,Fall,2001,11050,PLC_Maint,
2049 HOPE ST,Spring,2001,12280,PLC_Maint,
1920 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
2134 N ORKNEY ST,Spring,2004,3385,PLC_Maint,
2149 N 05TH ST,Spring,2004,2950,PLC_Maint,
2130 N 03RD ST,Spring,2004,13988,PLC_Maint,
1948 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
1942 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
1941 N 04TH ST,Fall,2001,9523,PLC_Maint,
1944 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
1927 N 04TH ST,Spring,2011,21560,PLC_Maint,
266 DIAMOND ST,Fall,2001,11050,PLC_Maint,
2010 N ORKNEY ST,Spring,2001,6925,PLC_Maint,
313 DIAMOND ST,Spring,2002,6000,PLC_Maint,
301 DIAMOND ST,Spring,2002,6000,PLC_Maint,
1949 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1945 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1957 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
2125 N LEITHGOW ST,Spring,2003,5272,PLC_Maint,
1911 N 04TH ST,Spring,2011,21560,PLC_Maint,
1909 N 04TH ST,Spring,2011,21560,PLC_Maint,
1928 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
2152 N ORKNEY ST,Spring,2004,2950,PLC_Maint,
1932 N 04TH ST,Spring,2005,4241,PLC_Maint,
425 W NORRIS ST,Fall,2008,3477,PLC_Maint,
429 W NORRIS ST,Fall,2008,3477,PLC_Maint,
438 W NORRIS ST,Fall,2008,2420,PLC_Maint,
1958 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
258 DIAMOND ST,Fall,2001,11050,PLC_Maint,
2049 N 03RD ST,Fall,2001,11050,PLC_Maint,
1953 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1961 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1925 N 04TH ST,Spring,2011,21560,PLC_Maint,
1930 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
302 W SUSQUEHANNA AVE,Spring,2004,13988,PLC_Maint,
2152 N 03RD ST,Spring,2004,13988,PLC_Maint,
300 W SUSQUEHANNA AVE,Spring,2004,13988,PLC_Maint,
2144 N 03RD ST,Spring,2004,13988,PLC_Maint,
2147 N 05TH ST,Spring,2004,2950,PLC_Maint,
1934 N 04TH ST,Spring,2005,4241,PLC_Maint,
431 W NORRIS ST,Fall,2008,3477,PLC_Maint,
433 W NORRIS ST,Fall,2008,3477,PLC_Maint,
2118 N 03RD ST,Spring,2011,1568,PLC_Maint,
1939 N 04TH ST,Fall,2001,9523,PLC_Maint,
1952 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
1949 N 04TH ST,Fall,2001,9523,PLC_Maint,
1932 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
1946 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
1954 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
1950 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
1947 N 04TH ST,Fall,2001,9523,PLC_Maint,
270 DIAMOND ST,Fall,2001,11050,PLC_Maint,
449 W NORRIS ST,Spring,2001,6925,PLC_Maint,
2046 N FRONT ST,Spring,2001,12280,PLC_Maint,
2044 N FRONT ST,Spring,2001,12280,PLC_Maint,
2038-40 N FRONT ST,Spring,2001,12280,PLC_Maint,
1943 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1955 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1947 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1915 N 04TH ST,Spring,2011,21560,PLC_Maint,
1916 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
1924 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
1914 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
1918 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
1912 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
2142 N 03RD ST,Spring,2004,13988,PLC_Maint,
2134 N 03RD ST,Spring,2004,13988,PLC_Maint,
2132 N ORKNEY ST,Spring,2004,3385,PLC_Maint,
2130 N ORKNEY ST,Spring,2004,3385,PLC_Maint,
2148 N ORKNEY ST,Spring,2004,2950,PLC_Maint,
2150 N ORKNEY ST,Spring,2004,2950,PLC_Maint,
436 DIAMOND ST,Spring,2005,1482,PLC_Maint,
427 W NORRIS ST,Fall,2008,3477,PLC_Maint,
2126 N 03RD ST,Spring,2004,13988,PLC_Maint,
1945 N 04TH ST,Fall,2001,9523,PLC_Maint,
264 DIAMOND ST,Fall,2001,11050,PLC_Maint,
1934 N 03RD ST,Spring,2002,16576,PLC_Maint,
1917 N 04TH ST,Spring,2011,21560,PLC_Maint,
2146 N 03RD ST,Spring,2004,13988,PLC_Maint,
2148 N 03RD ST,Spring,2004,13988,PLC_Maint,
2154 N 03RD ST,Spring,2004,13988,PLC_Maint,
2136 N ORKNEY ST,Spring,2004,3385,PLC_Maint,
2128 N 03RD ST,Spring,2004,13988,PLC_Maint,
2120 N 03RD ST,Spring,2011,1568,PLC_Maint,
1937 N 04TH ST,Fall,2001,9523,PLC_Maint,
1943 N 04TH ST,Fall,2001,9523,PLC_Maint,
1935 N 04TH ST,Fall,2001,9523,PLC_Maint,
1956 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
268 DIAMOND ST,Fall,2001,11050,PLC_Maint,
2047 N 03RD ST,Fall,2001,11050,PLC_Maint,
2006 N ORKNEY ST,Spring,2001,6925,PLC_Maint,
2005 N 05TH ST,Spring,2001,6925,PLC_Maint,
2051 HOPE ST,Spring,2001,12280,PLC_Maint,
2042 N FRONT ST,Spring,2001,12280,PLC_Maint,
1939 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1941 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1959 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
2127 N LEITHGOW ST,Spring,2003,5272,PLC_Maint,
1908-10 N 04TH ST,Spring,2004,2592,PLC_Maint,
2136 N 03RD ST,Spring,2004,13988,PLC_Maint,
2150 N 03RD ST,Spring,2004,13988,PLC_Maint,
2138 N 03RD ST,Spring,2004,13988,PLC_Maint,
304 W SUSQUEHANNA AVE,Spring,2004,13988,PLC_Maint,
2132 N 03RD ST,Spring,2004,13988,PLC_Maint,
1960 N ORIANNA ST,Fall,2001,9523,PLC_Maint,
1951 N ORIANNA ST,Spring,2002,16576,PLC_Maint,
1922 N ORIANNA ST,Spring,2011,21560,PLC_Maint,
1923 N 04TH ST,Spring,2011,21560,PLC_Maint,
1913 N 04TH ST,Spring,2011,21560,PLC_Maint,
438 DIAMOND ST,Spring,2005,1482,PLC_Maint,
1306 N ORIANNA ST,Spring,2000,6105,PLC_Maint,
1308-14 N ORIANNA ST,Spring,2000,6105,PLC_Maint,
1442 N FRONT ST,Spring,2000,3000,PLC_Maint,
402 W BERKS ST,Spring,2006,5220,PLC_Maint,
