address,season,year,sq_ft,org,clc_group
1927 N 19TH ST,Spring,2017,17460,spring17stabilization,
1933 N 19TH ST,Spring,2017,17460,spring17stabilization,
1931 N 19TH ST,Spring,2017,17460,spring17stabilization,
1939 N 19TH ST,Spring,2017,17460,spring17stabilization,
1929 N 19TH ST,Spring,2017,17460,spring17stabilization,
1935 N 19TH ST,Spring,2017,17460,spring17stabilization,
1937 N 19TH ST,Spring,2017,17460,spring17stabilization,
1941 N 19TH ST,Spring,2017,17460,spring17stabilization,
1943 N 19TH ST,Spring,2017,17460,spring17stabilization,
1945 N 19TH ST,Spring,2017,17460,spring17stabilization,
6156 REINHARD ST,Spring,2017,4884,spring17stabilization,
6158 REINHARD ST,Spring,2017,4884,spring17stabilization,
6164 REINHARD ST,Spring,2017,4884,spring17stabilization,
6166 REINHARD ST,Spring,2017,4884,spring17stabilization,
6160 REINHARD ST,Spring,2017,4884,spring17stabilization,
6170 REINHARD ST,Spring,2017,4884,spring17stabilization,
6168 REINHARD ST,Spring,2017,4884,spring17stabilization,
6172 REINHARD ST,Spring,2017,4884,spring17stabilization,
6162 REINHARD ST,Spring,2017,4884,spring17stabilization,
6174 REINHARD ST,Spring,2017,4884,spring17stabilization,
7101-09 STENTON AVE,Spring,2017,10792,spring17stabilization,
6176 REINHARD ST,Spring,2017,4884,spring17stabilization,
2021 S 62ND ST,Spring,2017,4884,spring17stabilization,
1802 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1804 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1808 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1806 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1812 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1810 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1814 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1816 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1818 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1820 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1824 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1826 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1822 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1830 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1828 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1834 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1832 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1836 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1838 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1840 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
1842 N FRANKLIN ST,Spring,2017,83604,spring17stabilization,
724 W BERKS ST,Spring,2017,83604,spring17stabilization,
720 W BERKS ST,Spring,2017,83604,spring17stabilization,
722 W BERKS ST,Spring,2017,83604,spring17stabilization,
726 W BERKS ST,Spring,2017,83604,spring17stabilization,
728 W BERKS ST,Spring,2017,83604,spring17stabilization,
730 W BERKS ST,Spring,2017,83604,spring17stabilization,
1807 N 8TH ST,Spring,2017,83604,spring17stabilization,
1809 N 8TH ST,Spring,2017,83604,spring17stabilization,
1805 N 8TH ST,Spring,2017,83604,spring17stabilization,
1811 N 8TH ST,Spring,2017,83604,spring17stabilization,
1813 N 8TH ST,Spring,2017,83604,spring17stabilization,
1817 N 8TH ST,Spring,2017,83604,spring17stabilization,
1819 N 8TH ST,Spring,2017,83604,spring17stabilization,
1823 N 8TH ST,Spring,2017,83604,spring17stabilization,
1825 N 8TH ST,Spring,2017,83604,spring17stabilization,
1827 N 8TH ST,Spring,2017,83604,spring17stabilization,
1829 N 8TH ST,Spring,2017,83604,spring17stabilization,
1833 N 8TH ST,Spring,2017,83604,spring17stabilization,
1831 N 8TH ST,Spring,2017,83604,spring17stabilization,
1821 N 8TH ST,Spring,2017,83604,spring17stabilization,
1835 N 8TH ST,Spring,2017,83604,spring17stabilization,
1837 N 8TH ST,Spring,2017,83604,spring17stabilization,
1839 N 8TH ST,Spring,2017,83604,spring17stabilization,
1803 N 8TH ST,Spring,2017,83604,spring17stabilization,
1847 N 8TH ST,Spring,2017,83604,spring17stabilization,
1841-45 N 8TH ST,Spring,2017,83604,spring17stabilization,
1849 N 8TH ST,Spring,2017,83604,spring17stabilization,
1851 N 8TH ST,Spring,2017,83604,spring17stabilization,
1853 N 8TH ST,Spring,2017,83604,spring17stabilization,
1855 N 8TH ST,Spring,2017,83604,spring17stabilization,
1857 N 8TH ST,Spring,2017,83604,spring17stabilization,
741 W MONTGOMERY AVE,Spring,2017,83604,spring17stabilization,
743 W MONTGOMERY AVE,Spring,2017,83604,spring17stabilization,
1861 N 8TH ST,Spring,2017,83604,spring17stabilization,
1859 N 8TH ST,Spring,2017,83604,spring17stabilization,
1926 N 6TH ST,Spring,2017,40859,spring17stabilization,
1922 N 6TH ST,Spring,2017,40859,spring17stabilization,
1920 N 6TH ST,Spring,2017,40859,spring17stabilization,
1924 N 6TH ST,Spring,2017,40859,spring17stabilization,
1932 N 6TH ST,Spring,2017,40859,spring17stabilization,
1930 N 6TH ST,Spring,2017,40859,spring17stabilization,
1934 N 6TH ST,Spring,2017,40859,spring17stabilization,
1928 N 6TH ST,Spring,2017,40859,spring17stabilization,
1936 N 6TH ST,Spring,2017,40859,spring17stabilization,
1938 N 6TH ST,Spring,2017,40859,spring17stabilization,
1940 N 6TH ST,Spring,2017,40859,spring17stabilization,
1944 N 6TH ST,Spring,2017,40859,spring17stabilization,
1948 N 6TH ST,Spring,2017,40859,spring17stabilization,
1946 N 6TH ST,Spring,2017,40859,spring17stabilization,
1943 N MARSHALL ST,Spring,2017,40859,spring17stabilization,
1945 N MARSHALL ST,Spring,2017,40859,spring17stabilization,
1947 N MARSHALL ST,Spring,2017,40859,spring17stabilization,
1951 N MARSHALL ST,Spring,2017,40859,spring17stabilization,
1949 N MARSHALL ST,Spring,2017,40859,spring17stabilization,
1953 N MARSHALL ST,Spring,2017,40859,spring17stabilization,
608 W NORRIS ST,Spring,2017,40859,spring17stabilization,
509 W DAUPHIN ST,Spring,2017,9650,spring17stabilization,
610 W NORRIS ST,Spring,2017,40859,spring17stabilization,
513 W DAUPHIN ST,Spring,2017,9650,spring17stabilization,
511 W DAUPHIN ST,Spring,2017,9650,spring17stabilization,
515 W DAUPHIN ST,Spring,2017,9650,spring17stabilization,
1942 N 6TH ST,Spring,2017,40859,spring17stabilization,
1950 N 6TH ST,Spring,2017,40859,spring17stabilization,
2303 N REESE ST,Spring,2017,9650,spring17stabilization,
2305 N REESE ST,Spring,2017,9650,spring17stabilization,
2307 N REESE ST,Spring,2017,9650,spring17stabilization,
2309 N REESE ST,Spring,2017,9650,spring17stabilization,
517 W DAUPHIN ST,Spring,2017,9650,spring17stabilization,
601 W CUMBERLAND ST,Spring,2017,7950,spring17stabilization,
2252 N 9TH ST,Spring,2017,57376,spring17stabilization,
2242-50 N 9TH ST,Spring,2017,57376,spring17stabilization,
2216-40 N 9TH ST,Spring,2017,57376,spring17stabilization,
605 W CUMBERLAND ST,Spring,2017,7950,spring17stabilization,
607 W CUMBERLAND ST,Spring,2017,7950,spring17stabilization,
603 W CUMBERLAND ST,Spring,2017,7950,spring17stabilization,
613 W CUMBERLAND ST,Spring,2017,7950,spring17stabilization,
615 W CUMBERLAND ST,Spring,2017,7950,spring17stabilization,
617 W CUMBERLAND ST,Spring,2017,7950,spring17stabilization,
641 W CUMBERLAND ST,Spring,2017,6505,spring17stabilization,
643 W CUMBERLAND ST,Spring,2017,6505,spring17stabilization,
611 W CUMBERLAND ST,Spring,2017,7950,spring17stabilization,
645 W CUMBERLAND ST,Spring,2017,6505,spring17stabilization,
609 W CUMBERLAND ST,Spring,2017,7950,spring17stabilization,
636 W CUMBERLAND ST,Spring,2017,6640,spring17stabilization,
638 W CUMBERLAND ST,Spring,2017,6640,spring17stabilization,
2501 N 7TH ST,Spring,2017,6505,spring17stabilization,
640 W CUMBERLAND ST,Spring,2017,6640,spring17stabilization,
642 W CUMBERLAND ST,Spring,2017,6640,spring17stabilization,
647 W CUMBERLAND ST,Spring,2017,6505,spring17stabilization,
3022 N 11TH ST,Spring,2017,3366,spring17stabilization,
3024 N 11TH ST,Spring,2017,3366,spring17stabilization,
2503 N 7TH ST,Spring,2017,6505,spring17stabilization,
3025 N MARVINE ST,Spring,2017,3366,spring17stabilization,
3026 N 11TH ST,Spring,2017,3366,spring17stabilization,
644 W CUMBERLAND ST,Spring,2017,6640,spring17stabilization,
2454 N ORKNEY ST,Spring,2017,2010,spring17stabilization,
2452 N ORKNEY ST,Spring,2017,2010,spring17stabilization,
2448 N ORKNEY ST,Spring,2017,2010,spring17stabilization,
2450 N ORKNEY ST,Spring,2017,2010,spring17stabilization,
939 W DAUPHIN ST,Spring,2017,6090,spring17stabilization,
2132 N 9TH ST,Spring,2017,715,spring17stabilization,
937 W DAUPHIN ST,Spring,2017,6090,spring17stabilization,
935 W DAUPHIN ST,Spring,2017,6090,spring17stabilization,
2301 N 10TH ST,Spring,2017,6090,spring17stabilization,
2115 N DARIEN ST,Spring,2017,675,spring17stabilization,
1619 N 6TH ST,Spring,2017,1680,spring17stabilization,
626 W CUMBERLAND ST,Spring,2017,3317,spring17stabilization,
628 W CUMBERLAND ST,Spring,2017,3317,spring17stabilization,
2438 N ORKNEY ST,Spring,2017,1672,spring17stabilization,
630 W CUMBERLAND ST,Spring,2017,3317,spring17stabilization,
2440 N ORKNEY ST,Spring,2017,1672,spring17stabilization,
2442 N ORKNEY ST,Spring,2017,1672,spring17stabilization,
2303 N 10TH ST,Spring,2017,6090,spring17stabilization,
6023 UPLAND ST,Spring,2017,13200,spring17stabilization,
6025 UPLAND ST,Spring,2017,13200,spring17stabilization,
6027 UPLAND ST,Spring,2017,13200,spring17stabilization,
1621 N 6TH ST,Spring,2017,1680,spring17stabilization,
6029 UPLAND ST,Spring,2017,13200,spring17stabilization,
6031 UPLAND ST,Spring,2017,13200,spring17stabilization,
6033 UPLAND ST,Spring,2017,13200,spring17stabilization,
6039 UPLAND ST,Spring,2017,13200,spring17stabilization,
6037 UPLAND ST,Spring,2017,13200,spring17stabilization,
6035 UPLAND ST,Spring,2017,13200,spring17stabilization,
6041 UPLAND ST,Spring,2017,13200,spring17stabilization,
6043 UPLAND ST,Spring,2017,13200,spring17stabilization,
6045 UPLAND ST,Spring,2017,13200,spring17stabilization,
6047 UPLAND ST,Spring,2017,13200,spring17stabilization,
6049 UPLAND ST,Spring,2017,13200,spring17stabilization,
7017 UPLAND ST,Spring,2017,10397,spring17stabilization,
7019 UPLAND ST,Spring,2017,10397,spring17stabilization,
7021 UPLAND ST,Spring,2017,10397,spring17stabilization,
6066 ALLMAN ST,Spring,2017,2040,spring17stabilization,
6068 ALLMAN ST,Spring,2017,2040,spring17stabilization,
7023 UPLAND ST,Spring,2017,10397,spring17stabilization,
7025 UPLAND ST,Spring,2017,10397,spring17stabilization,
2007 S 70TH ST,Spring,2017,5660,spring17stabilization,
2011 S 70TH ST,Spring,2017,5660,spring17stabilization,
2013 S 70TH ST,Spring,2017,5660,spring17stabilization,
2026R S 70TH ST,Spring,2017,2660,spring17stabilization,
2024 S 70TH ST,Spring,2017,2660,spring17stabilization,
7000 GRAYS AVE,Spring,2017,1694,spring17stabilization,
2029 S 70TH ST,Spring,2017,1590,spring17stabilization,
2032 S 70TH ST,Spring,2017,29000,spring17stabilization,
7008 UPLAND ST,Spring,2017,29000,spring17stabilization,
7010 UPLAND ST,Spring,2017,29000,spring17stabilization,
7012 UPLAND ST,Spring,2017,29000,spring17stabilization,
7014 UPLAND ST,Spring,2017,29000,spring17stabilization,
7016 UPLAND ST,Spring,2017,29000,spring17stabilization,
7020 UPLAND ST,Spring,2017,29000,spring17stabilization,
7018 UPLAND ST,Spring,2017,29000,spring17stabilization,
7022 UPLAND ST,Spring,2017,29000,spring17stabilization,
2030 S 70TH ST,Spring,2017,29000,spring17stabilization,
7024 UPLAND ST,Spring,2017,29000,spring17stabilization,
2009 S 70TH ST,Spring,2017,5660,spring17stabilization,
7026 UPLAND ST,Spring,2017,29000,spring17stabilization,
7028 UPLAND ST,Spring,2017,29000,spring17stabilization,
2044 S 70TH ST,Spring,2017,3510,spring17stabilization,
2046 S 70TH ST,Spring,2017,3510,spring17stabilization,
2048 S 70TH ST,Spring,2017,3510,spring17stabilization,
2050 S 70TH ST,Spring,2017,3510,spring17stabilization,
7016 1/2 GREENWAY AVE,Spring,2017,16200,spring17stabilization,
7016 GREENWAY AVE,Spring,2017,16200,spring17stabilization,
7014 GREENWAY AVE,Spring,2017,16200,spring17stabilization,
1920 S ALDEN ST,Spring,2017,1375,PLC_Maint,
1918 S ALDEN ST,Spring,2017,1375,PLC_Maint,
3012 W DAUPHIN ST,Spring,2017,2970,PLC_Maint,
5731-51 KEMBLE AVE,Spring,2017,23000,PLC_Maint,
1926 S ALDEN ST,Spring,2017,650,PLC_Maint,
2519 CECIL B MOORE AVE,Fall,2008,3943,PLC_Maint,
2413 N 30TH ST,Spring,2016,3932,PLC_Maint,
1510 S LAMBERT ST,Spring,2005,4213,PLC_Maint,
1512 S LAMBERT ST,Spring,2005,4213,PLC_Maint,
1516 S LAMBERT ST,Spring,2005,4213,PLC_Maint,
1514 S LAMBERT ST,Spring,2005,4213,PLC_Maint,
5100 WYALUSING AVE,Fall,2016,1312,PLC_Maint,
6111 VANDIKE ST,Spring,2017,7191,PLC_Maint,
2605 WILDER ST,Spring,2004,2937,PLC_Maint,
1518 S LAMBERT ST,Spring,2005,4213,PLC_Maint,
6113 VANDIKE ST,Spring,2017,7191,PLC_Maint,
6117 VANDIKE ST,Spring,2017,7191,PLC_Maint,
6119 VANDIKE ST,Spring,2017,7191,PLC_Maint,
6121 VANDIKE ST,Spring,2017,7191,PLC_Maint,
6115 VANDIKE ST,Spring,2017,7191,PLC_Maint,
2767 JUDSON ST,Spring,2013,1195,PLC_Maint,
6123 VANDIKE ST,Spring,2017,7191,PLC_Maint,
2769 JUDSON ST,Spring,2013,1195,PLC_Maint,
7101-09 STENTON AVE,Spring,2017,10792,PLC_Maint,
2632 ELLSWORTH ST,Spring,2004,5543,PLC_Maint,
2634 ELLSWORTH ST,Spring,2004,5543,PLC_Maint,
1102 S 27TH ST,Fall,2008,3772,PLC_Maint,
1108 S 27TH ST,Fall,2008,3772,PLC_Maint,
2827 WHARTON ST,Spring,2004,960,PLC_Maint,
3000 TITAN ST,Spring,2004,2455,PLC_Maint,
1554 S DOVER ST,Fall,2008,780,PLC_Maint,
2902 WHARTON ST,Spring,2003,8802,PLC_Maint,
2900 WHARTON ST,Spring,2003,8802,PLC_Maint,
3003 WHARTON ST,Spring,2004,2455,PLC_Maint,
2932 WHARTON ST,Fall,2004,3570,PLC_Maint,
1411 S NAPA ST,Spring,2005,4620,PLC_Maint,
2929 WHARTON ST,Fall,2004,3570,PLC_Maint,
2935 WHARTON ST,Spring,2005,1566,PLC_Maint,
1333 S DOVER ST,Spring,2008,600,PLC_Maint,
1327 S DOVER ST,Spring,2008,1960,PLC_Maint,
1310 S 33RD ST,Spring,2008,960,PLC_Maint,
3135 WHARTON ST,Spring,2008,2825,PLC_Maint,
1329 S 31ST ST,Spring,2008,1404,PLC_Maint,
1322 S CORLIES ST,Spring,2013,3726,PLC_Maint,
1324 S CORLIES ST,Spring,2013,3726,PLC_Maint,
1338 S CORLIES ST,Spring,2013,702,PLC_Maint,
2906 WHARTON ST,Spring,2003,8802,PLC_Maint,
2910 WHARTON ST,Spring,2003,8802,PLC_Maint,
2823 WHARTON ST,Spring,2004,2112,PLC_Maint,
3116 DICKINSON ST,Spring,2005,2287,PLC_Maint,
1448 S NAPA ST,Spring,2005,1550,PLC_Maint,
1446 S NAPA ST,Spring,2005,1550,PLC_Maint,
1413 S NAPA ST,Spring,2005,4620,PLC_Maint,
1419 S NAPA ST,Spring,2005,4620,PLC_Maint,
1400 S NAPA ST,Spring,2005,644,PLC_Maint,
1400 S NEWKIRK ST,Fall,2007,848,PLC_Maint,
1302 S 33RD ST,Spring,2008,2800,PLC_Maint,
1320 S CORLIES ST,Spring,2013,3726,PLC_Maint,
2908 WHARTON ST,Spring,2003,8802,PLC_Maint,
1417 S NAPA ST,Spring,2005,4620,PLC_Maint,
1355 S DOVER ST,Spring,2006,2142,PLC_Maint,
1253 S 32ND ST,Spring,2008,2825,PLC_Maint,
3133 WHARTON ST,Spring,2008,2825,PLC_Maint,
1309 S HOLLYWOOD ST,Spring,2003,8802,PLC_Maint,
2822 WHARTON ST,Spring,2004,2112,PLC_Maint,
3114 DICKINSON ST,Spring,2005,2287,PLC_Maint,
3118 DICKINSON ST,Spring,2005,2287,PLC_Maint,
1407 S NAPA ST,Spring,2005,4620,PLC_Maint,
2937 WHARTON ST,Spring,2005,1566,PLC_Maint,
2939 WHARTON ST,Spring,2005,1566,PLC_Maint,
1323 S DOVER ST,Spring,2008,1960,PLC_Maint,
1319 S DOVER ST,Spring,2008,1431,PLC_Maint,
1306 S 33RD ST,Spring,2008,2800,PLC_Maint,
1304 S 33RD ST,Spring,2008,2800,PLC_Maint,
3137 WHARTON ST,Spring,2008,2825,PLC_Maint,
1327 S 31ST ST,Spring,2008,1404,PLC_Maint,
1328 S 31ST ST,Spring,2008,3128,PLC_Maint,
1310 S 30TH ST,Spring,2008,4316,PLC_Maint,
1338 S STANLEY ST,Spring,2013,663,PLC_Maint,
2904 WHARTON ST,Spring,2003,8802,PLC_Maint,
2912 WHARTON ST,Spring,2003,8802,PLC_Maint,
2828 WHARTON ST,Spring,2004,1080,PLC_Maint,
2824 WHARTON ST,Spring,2004,2112,PLC_Maint,
2934 WHARTON ST,Fall,2004,3570,PLC_Maint,
2930 WHARTON ST,Fall,2004,3570,PLC_Maint,
1353 S DOVER ST,Spring,2006,2142,PLC_Maint,
1325 S DOVER ST,Spring,2008,1960,PLC_Maint,
1320 S 31ST ST,Spring,2008,960,PLC_Maint,
1334 S 30TH ST,Spring,2013,1595,PLC_Maint,
1332 S 30TH ST,Spring,2013,1595,PLC_Maint,
1601 S NEWKIRK ST,Fall,2008,765,PLC_Maint,
2839 JACKSON ST,Spring,2013,2432,PLC_Maint,
2845 JACKSON ST,Spring,2013,870,PLC_Maint,
2840 WINTON ST,Spring,2013,2432,PLC_Maint,
2801 WINTON ST,Spring,2013,800,PLC_Maint,
2841 JACKSON ST,Spring,2013,2432,PLC_Maint,
637 HOFFMAN ST,Fall,2015,960,PLC_Maint,
634 HOFFMAN ST,Fall,2015,1364,PLC_Maint,
636 HOFFMAN ST,Fall,2015,1364,PLC_Maint,
605 HOFFMAN ST,Fall,2015,1456,PLC_Maint,
607 HOFFMAN ST,Fall,2015,1456,PLC_Maint,
1556 S CAPITOL ST,Fall,2004,768,PLC_Maint,
1556 S LAMBERT ST,Spring,2013,720,PLC_Maint,
1655 S RINGGOLD ST,Spring,2016,832,PLC_Maint,
1703 S RINGGOLD ST,Spring,2016,1440,PLC_Maint,
1701 S RINGGOLD ST,Spring,2016,1440,PLC_Maint,
1628 S 21ST ST,Fall,2004,1360,PLC_Maint,
1654 S BAILEY ST,Spring,2013,2182,PLC_Maint,
1940 TASKER ST,Fall,2004,6010,PLC_Maint,
1700 S RINGGOLD ST,Spring,2005,1683,PLC_Maint,
1706 S 20TH ST,Spring,2008,3240,PLC_Maint,
1627 POINT BREEZE AVE,Fall,2008,6317,PLC_Maint,
1705 S 22ND ST,Spring,2004,3180,PLC_Maint,
1701 S 22ND ST,Spring,2004,3180,PLC_Maint,
1616 S 19TH ST,Spring,2005,1120,PLC_Maint,
1702 S 20TH ST,Spring,2008,3240,PLC_Maint,
1655 S TANEY ST,Spring,2013,2182,PLC_Maint,
1646 S BAILEY ST,Spring,2013,756,PLC_Maint,
1625 S 20TH ST,Spring,2004,3275,PLC_Maint,
2211 MOORE ST,Spring,2004,1850,PLC_Maint,
1938 TASKER ST,Fall,2004,6010,PLC_Maint,
1942 TASKER ST,Fall,2004,6010,PLC_Maint,
1623 POINT BREEZE AVE,Fall,2008,6317,PLC_Maint,
1653 S TANEY ST,Spring,2013,2182,PLC_Maint,
1601 S 21ST ST,Fall,2004,1296,PLC_Maint,
2308 PIERCE ST,Fall,2004,3475,PLC_Maint,
1701 S TAYLOR ST,Spring,2005,1683,PLC_Maint,
1611-15 POINT BREEZE AVE,Fall,2008,922,PLC_Maint,
1443 DICKINSON ST,Spring,2003,2541,PLC_Maint,
1508 S CLEVELAND ST,Spring,2013,2703,PLC_Maint,
1512 S CLEVELAND ST,Spring,2013,2703,PLC_Maint,
1441 DICKINSON ST,Spring,2003,2541,PLC_Maint,
2312 GERRITT ST,Spring,2016,2800,PLC_Maint,
2314 GERRITT ST,Spring,2016,2800,PLC_Maint,
2308 GERRITT ST,Spring,2016,2800,PLC_Maint,
2310 GERRITT ST,Spring,2016,2800,PLC_Maint,
2329 GERRITT ST,Spring,2016,700,PLC_Maint,
2309 GERRITT ST,Spring,2016,700,PLC_Maint,
1110 S 20TH ST,Spring,2016,2244,PLC_Maint,
2338 GERRITT ST,Spring,2016,1400,PLC_Maint,
1112 S 20TH ST,Spring,2016,2244,PLC_Maint,
2340 GERRITT ST,Spring,2016,1400,PLC_Maint,
2343 GERRITT ST,Spring,2016,700,PLC_Maint,
2351 GERRITT ST,Spring,2016,700,PLC_Maint,
2609 TITAN ST,Spring,2016,1154,PLC_Maint,
2618 TITAN ST,Spring,2016,1716,PLC_Maint,
2616 TITAN ST,Spring,2016,1716,PLC_Maint,
2614 TITAN ST,Spring,2016,1716,PLC_Maint,
2620 TITAN ST,Spring,2016,1716,PLC_Maint,
2611 TITAN ST,Spring,2016,1154,PLC_Maint,
1304 S 21ST ST,Spring,2004,6709,PLC_Maint,
2632 ANNIN ST,Spring,2004,13316,PLC_Maint,
2630 ANNIN ST,Spring,2004,13316,PLC_Maint,
2631 FEDERAL ST,Spring,2004,13316,PLC_Maint,
2646 MANTON ST,Spring,2004,3360,PLC_Maint,
2648 MANTON ST,Spring,2004,3360,PLC_Maint,
2642 MANTON ST,Spring,2004,3360,PLC_Maint,
2644 MANTON ST,Spring,2004,3360,PLC_Maint,
2621 REED ST,Spring,2004,2835,PLC_Maint,
1511 S LAMBERT ST,Spring,2005,2376,PLC_Maint,
1943 WILDER ST,Spring,2005,2100,PLC_Maint,
2229 LATONA ST,Spring,2006,1196,PLC_Maint,
2228 WILDER ST,Spring,2006,9063,PLC_Maint,
1270 S 27TH ST,Spring,2006,1682,PLC_Maint,
1508 S STILLMAN ST,Spring,2008,1634,PLC_Maint,
1547 S RINGGOLD ST,Fall,2008,1458,PLC_Maint,
1310 S 28TH ST,Fall,2008,10971,PLC_Maint,
1316 S 28TH ST,Fall,2008,10971,PLC_Maint,
2626 EARP ST,Spring,2013,2464,PLC_Maint,
1308 S 21ST ST,Spring,2004,6709,PLC_Maint,
1306 S 21ST ST,Spring,2004,6709,PLC_Maint,
2645 FEDERAL ST,Spring,2004,13316,PLC_Maint,
2640 ANNIN ST,Spring,2004,13316,PLC_Maint,
2643 FEDERAL ST,Spring,2004,13316,PLC_Maint,
2600 GERRITT ST,Spring,2004,2937,PLC_Maint,
2605 REED ST,Spring,2008,1890,PLC_Maint,
1514 S 22ND ST,Fall,2004,1200,PLC_Maint,
2036 DICKINSON ST,Spring,2005,2376,PLC_Maint,
1941 WILDER ST,Spring,2005,2100,PLC_Maint,
2228 SEARS ST,Spring,2006,1431,PLC_Maint,
2230 SEARS ST,Spring,2006,1431,PLC_Maint,
2212 WILDER ST,Spring,2006,9063,PLC_Maint,
2045 GERRITT ST,Spring,2008,624,PLC_Maint,
2026 GERRITT ST,Spring,2008,5824,PLC_Maint,
2032 GERRITT ST,Spring,2008,5824,PLC_Maint,
2036 GERRITT ST,Spring,2008,5824,PLC_Maint,
1506 S STILLMAN ST,Spring,2008,1634,PLC_Maint,
2519 ANNIN ST,Spring,2013,5452,PLC_Maint,
2531 ANNIN ST,Spring,2013,5452,PLC_Maint,
1252 S 23RD ST,Spring,2013,2070,PLC_Maint,
2019 OAKFORD ST,Spring,2013,3528,PLC_Maint,
1546 S LAMBERT ST,Spring,2013,2592,PLC_Maint,
1417 S 21ST ST,Spring,2004,5576,PLC_Maint,
2634 ANNIN ST,Spring,2004,13316,PLC_Maint,
1141 S 24TH ST,Spring,2004,2368,PLC_Maint,
2300 DICKINSON ST,Spring,2005,1349,PLC_Maint,
2222 WILDER ST,Spring,2006,9063,PLC_Maint,
2727 OAKFORD ST,Spring,2006,2040,PLC_Maint,
1266 S 28TH ST,Spring,2006,2030,PLC_Maint,
1268 S 27TH ST,Spring,2006,1682,PLC_Maint,
2028 GERRITT ST,Spring,2008,5824,PLC_Maint,
1513 S STILLMAN ST,Spring,2008,3450,PLC_Maint,
2535 ANNIN ST,Spring,2013,5452,PLC_Maint,
2517 ANNIN ST,Spring,2013,5452,PLC_Maint,
1548 S LAMBERT ST,Spring,2013,2592,PLC_Maint,
1438-40 S 20TH ST,Spring,2003,2144,PLC_Maint,
1314 S CAPITOL ST,Spring,2004,14032,PLC_Maint,
1453 POINT BREEZE AVE,Spring,2004,1100,PLC_Maint,
1310 S 21ST ST,Spring,2004,6709,PLC_Maint,
2636 ANNIN ST,Spring,2004,13316,PLC_Maint,
2811 WHARTON ST,Spring,2004,4838,PLC_Maint,
2805 WHARTON ST,Spring,2004,4838,PLC_Maint,
2803 WHARTON ST,Spring,2004,4838,PLC_Maint,
2809 WHARTON ST,Spring,2004,4838,PLC_Maint,
1400 S 27TH ST,Spring,2004,1008,PLC_Maint,
2601 WILDER ST,Spring,2004,2937,PLC_Maint,
2603 WILDER ST,Spring,2004,2937,PLC_Maint,
2609 REED ST,Spring,2008,1890,PLC_Maint,
2645 REED ST,Spring,2004,3108,PLC_Maint,
1143 S 24TH ST,Spring,2004,2368,PLC_Maint,
1940 WHARTON ST,Fall,2004,1197,PLC_Maint,
1554 S STILLMAN ST,Spring,2005,1204,PLC_Maint,
1513 S LAMBERT ST,Spring,2005,2376,PLC_Maint,
2210 WILDER ST,Spring,2006,9063,PLC_Maint,
2216 WILDER ST,Spring,2006,9063,PLC_Maint,
2220 WILDER ST,Spring,2006,9063,PLC_Maint,
2230 WILDER ST,Spring,2006,9063,PLC_Maint,
2723 OAKFORD ST,Spring,2006,2040,PLC_Maint,
1221-23 S 28TH ST,Spring,2006,3213,PLC_Maint,
2054 GERRITT ST,Spring,2008,1450,PLC_Maint,
2038 GERRITT ST,Spring,2008,5824,PLC_Maint,
2046 GERRITT ST,Spring,2008,2805,PLC_Maint,
2034 GERRITT ST,Spring,2008,5824,PLC_Maint,
1505 S STILLMAN ST,Spring,2008,3450,PLC_Maint,
1555 S RINGGOLD ST,Fall,2008,756,PLC_Maint,
1545 S RINGGOLD ST,Fall,2008,1458,PLC_Maint,
2523 ANNIN ST,Spring,2013,5452,PLC_Maint,
2401 WHARTON ST,Spring,2013,6225,PLC_Maint,
1421 S 21ST ST,Spring,2004,5576,PLC_Maint,
2807 WHARTON ST,Spring,2004,4838,PLC_Maint,
1315 S 27TH ST,Spring,2004,1092,PLC_Maint,
2600 REED ST,Spring,2004,1863,PLC_Maint,
1551 S STILLMAN ST,Spring,2005,1232,PLC_Maint,
2702 WHARTON ST,Spring,2005,1740,PLC_Maint,
1939 WILDER ST,Spring,2005,2100,PLC_Maint,
2350 REED ST,Spring,2006,885,PLC_Maint,
2226 WILDER ST,Spring,2006,9063,PLC_Maint,
2218 WILDER ST,Spring,2006,9063,PLC_Maint,
1242 S NEWKIRK ST,Spring,2006,2009,PLC_Maint,
1268 S 28TH ST,Spring,2006,2030,PLC_Maint,
